owner,repo,maintenance,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contribution,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,code_quality,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,avg_percentile
nodegit,nodegit,36.6,35.7,8.9,60.5,41.1,12.9,15.6,13.9,9.3,61.3,71.4,74.4,29.3,70.2,45.5,50.8,13.9,71.8,52.9,39.1
pouchdb,pouchdb,42.3,30.5,34.6,46.2,57.8,35.0,29.6,42.1,33.2,68.8,86.4,86.4,31.3,71.2,50.6,38.7,37.6,75.5,69.3,49.2
sindresorhus,unique-random-array,30.9,,,49.0,74.8,1.7,5.1,,,20.0,14.0,11.9,32.8,21.4,18.2,31.7,,23.1,9.2,17.7
jupyterlab,jupyterlab,40.1,26.6,27.6,78.1,27.9,42.5,37.6,46.3,43.6,61.4,84.4,93.3,29.9,38.0,67.6,61.0,46.9,94.9,73.4,52.9
dthree,vorpal,13.8,,,44.5,10.5,3.0,5.1,3.9,,44.7,71.6,63.4,29.5,14.4,36.7,40.4,,69.7,46.0,24.5
hapijs,inert,26.6,,3.6,45.1,57.8,3.0,5.2,4.0,,26.1,22.4,25.9,30.6,25.6,29.6,28.5,5.5,54.8,17.1,21.3
EvanOxfeld,node-unzip,23.6,,,35.8,58.8,1.6,4.7,,,38.9,37.0,64.4,17.1,37.2,17.7,33.9,,19.2,34.3,20.5
cloudhead,node-static,30.7,0.1,,52.8,70.0,2.7,8.0,,,50.5,58.8,59.9,35.8,47.5,35.1,51.6,,53.6,40.5,29.7
danwrong,restler,28.0,,,47.7,64.2,1.6,4.7,,,51.0,57.9,67.2,29.4,49.4,31.0,29.8,,63.3,42.2,27.9
alibaba,BizCharts,27.0,13.6,4.5,40.8,49.0,9.0,17.2,9.1,0.8,49.0,72.7,73.8,30.0,19.3,34.6,44.7,0.4,58.6,51.8,29.9
metalsmith,metalsmith,40.4,28.7,19.9,86.9,26.2,12.7,14.4,14.2,9.4,53.8,76.1,73.0,30.1,36.0,35.8,39.4,14.9,53.2,53.9,35.7
zilverline,react-tap-event-plugin,22.7,,,29.1,61.5,1.6,4.8,,,36.3,47.0,42.1,33.2,22.8,18.7,24.2,,31.8,30.2,19.8
slushjs,gulp-install,23.8,,,47.2,48.2,1.6,4.9,,,24.3,15.4,25.1,30.8,25.8,22.4,34.1,,33.1,14.0,18.0
sindresorhus,gulp-template,34.5,,0.8,62.3,74.8,2.6,5.2,1.7,0.9,29.7,24.5,35.8,29.7,28.9,17.7,25.7,3.9,23.7,21.0,21.1
shockie,node-iniparser,10.5,,,20.8,21.2,2.2,6.5,,,26.8,14.1,16.9,29.0,47.0,15.1,22.9,,22.3,11.1,13.6
redis,hiredis-node,17.3,,,32.0,37.1,2.2,6.6,,,30.7,25.2,36.9,12.9,48.0,23.3,19.2,,50.8,21.4,18.4
alibaba-fusion,next,33.0,38.3,33.3,42.2,18.0,40.4,36.9,44.3,39.9,44.5,68.2,71.9,4.5,33.2,61.5,64.4,43.5,76.6,60.2,44.8
iview,iview,22.4,14.6,,52.3,22.8,4.4,12.2,0.8,,63.3,92.6,95.4,31.6,33.7,52.2,73.7,,82.8,64.1,35.6
phosphorjs,phosphor,18.0,,,33.0,38.8,2.2,6.7,,,35.8,46.4,51.4,27.2,18.1,42.8,67.9,,60.4,33.3,24.7
ipfs,js-ipfs,28.9,,,70.7,44.9,2.2,6.7,,,59.9,75.1,83.6,26.3,54.5,45.4,48.8,16.8,70.5,53.6,34.1
johnagan,clean-webpack-plugin,19.0,,,37.4,38.5,2.2,6.7,,,46.7,57.6,46.5,57.5,25.1,32.6,53.0,,44.8,35.4,25.1
atomist,automation-client,22.7,,,59.1,31.6,2.3,6.8,,,20.8,9.3,13.8,27.7,32.2,45.0,62.2,,72.9,8.5,22.7
sindresorhus,query-string,43.1,17.7,10.2,69.4,75.3,7.2,15.8,6.0,,67.9,73.7,68.7,80.2,48.9,38.6,42.1,6.3,67.2,49.9,39.2
plone,volto,55.4,28.1,29.4,79.7,84.2,42.4,37.0,47.1,43.2,42.3,30.1,71.6,26.9,40.8,61.7,68.1,46.5,70.5,48.0,50.5
gaearon,react-hot-loader,39.6,12.1,,84.1,62.3,3.8,11.5,,,65.7,82.5,77.3,52.7,50.5,51.7,83.7,,71.4,54.5,40.2
react-component,rc-tools,19.5,,,28.7,49.4,2.1,6.4,,,24.2,20.6,28.9,27.9,19.4,30.9,43.6,,49.2,17.2,19.2
darekf77,morphi,15.2,,9.0,17.6,34.4,12.1,9.4,18.0,8.9,11.0,8.9,5.8,25.6,3.9,47.3,67.6,21.6,52.8,8.9,21.4
e1-bsd,omni-common-ui,15.9,,,39.2,24.6,1.3,3.9,,,15.8,8.0,8.7,18.1,28.6,34.3,70.8,,32.2,6.0,16.9
facebook,nuclide,25.4,,,54.8,47.0,1.3,3.9,,,54.8,76.0,74.3,24.6,44.1,48.2,74.2,,70.3,50.5,32.4
electrode-io,electrode,30.0,,21.9,59.0,39.1,20.1,10.3,31.0,19.0,39.3,58.3,62.5,27.8,8.6,50.9,66.8,26.4,59.3,47.0,35.1
wintercounter,mhy,19.1,,,43.9,32.5,5.3,4.0,11.8,,21.5,17.4,20.0,18.2,30.5,18.7,39.4,,16.7,14.2,16.1
dexteryy,Project-WebCube,24.4,,,29.0,68.8,1.3,4.0,,,16.4,17.9,14.7,21.6,11.6,22.8,64.7,,3.6,11.3,16.2
compute-io,compute.io,27.2,,,32.0,76.8,1.3,4.0,,,17.2,13.6,9.8,23.7,21.7,11.9,29.5,,6.2,8.2,14.4
slushjs,gulp-conflict,21.2,,,36.6,48.1,1.4,4.1,,,19.0,10.2,12.6,28.0,25.1,14.8,31.4,,12.8,8.1,14.1
sebastian-software,advanced-boilerplate,13.2,,,18.8,33.9,1.4,4.1,,,21.2,14.5,11.3,21.3,37.6,36.7,71.5,,38.5,9.1,18.1
embarklabs,embark,22.0,1.8,,57.7,28.4,2.3,6.9,,,51.2,66.5,70.5,27.1,40.6,50.0,70.1,18.2,61.7,46.4,31.4
agneta,platform,16.0,,,46.8,17.4,1.2,3.6,,,9.9,7.8,8.1,17.7,5.9,23.6,67.5,,3.1,5.7,12.7
ziruYU,nodejs,6.3,,,15.9,9.5,1.2,3.7,,,4.5,1.5,0.8,10.9,5.0,16.8,47.2,,3.2,1.2,7.2
NetWilliam,protocol-buffers-schema,11.6,,,16.1,30.3,1.2,3.7,,,7.4,5.5,0.9,17.3,5.8,22.4,16.8,,50.3,2.5,10.6
toyako,yanglao,5.9,,,14.5,9.0,1.2,3.7,,,6.9,5.4,4.9,10.7,6.5,7.1,21.2,,0.1,3.8,5.3
cnn007,node-dingtalk-robot,17.2,,,33.7,34.9,1.3,3.8,,,7.2,6.8,6.7,10.4,4.8,9.3,27.9,,0.1,4.9,8.7
chjj,bslint,24.3,,1.1,33.7,62.3,6.0,6.8,2.2,9.0,9.1,7.2,6.4,20.9,1.8,11.6,30.3,4.5,0.1,6.5,12.8
aethant,merino,9.7,,,14.7,24.1,1.3,3.8,,,9.2,7.0,7.4,10.3,11.9,29.6,69.3,,19.4,5.2,12.4
Anoop24031989,cordova-plugin-tsp-for-Android,7.1,,,11.4,17.2,1.8,5.5,,,5.6,1.9,4.6,10.2,5.5,5.8,14.6,,2.9,2.8,5.1
joshmatz,big-bertha,20.5,,,33.5,48.6,1.8,5.5,,,11.2,8.1,7.1,18.0,11.6,6.7,17.2,,2.9,5.7,10.1
chjj,babylonia,25.5,,,39.7,62.4,1.8,5.5,,,5.9,7.1,4.7,10.1,1.8,9.8,26.6,,3.0,4.5,10.8
ericmcornelius,ease,17.6,,,11.3,59.1,1.9,5.6,,,9.3,7.3,9.4,9.9,10.6,22.5,64.5,,3.0,6.2,12.8
codemirror,CodeMirror,27.8,17.7,17.1,53.9,22.6,27.5,29.2,25.4,27.9,68.2,93.8,96.0,8.9,74.0,47.1,28.0,23.6,89.5,72.4,42.6
nithincvpoyyil,voice-listener,12.7,,,33.5,17.4,5.6,5.6,11.3,,9.6,6.4,6.8,17.2,8.0,14.8,41.3,,3.0,6.3,10.7
hexlet-components,js-pairs,12.0,,,15.7,32.1,4.2,5.7,6.9,,16.0,11.7,15.0,27.3,9.9,32.6,55.6,1.5,40.8,10.3,16.2
terryarbase,nextnode,14.1,,,45.8,10.7,1.9,5.7,,,8.1,5.0,4.8,20.6,2.1,33.6,63.4,,37.5,3.9,14.4
rstacruz,pnpm,52.9,26.1,30.6,80.6,74.3,42.3,37.9,46.2,42.9,61.7,94.3,79.6,30.2,42.6,56.8,70.3,45.0,55.2,72.1,53.4
ckeditor,ckeditor5-build-inline,20.0,,,36.4,43.6,1.7,5.2,,,21.2,9.8,44.0,9.6,21.4,37.7,35.0,,78.0,18.5,20.2
mehmetkose,react-websocket,21.8,,,36.3,51.0,1.8,5.3,,,27.6,27.8,37.2,28.8,16.8,32.6,57.2,,40.4,22.3,20.9
stewartml,react-angular-component,3.9,,,14.2,1.4,1.8,5.3,,,6.3,5.2,7.0,9.7,3.2,20.3,61.0,,,4.7,8.1
akserg,ng2-toasty,23.7,,,45.5,49.1,1.8,5.3,,,30.8,24.2,41.0,28.9,29.1,25.5,39.9,,36.5,22.3,20.4
primefaces,primeng,26.5,30.0,29.6,26.6,19.6,45.7,45.1,47.7,44.3,62.9,78.4,95.8,36.1,41.3,65.0,59.1,46.0,89.8,73.3,50.0
jabbla,Freemamba,15.7,,,37.2,25.8,3.9,11.8,,,6.8,7.5,4.3,9.8,5.5,13.1,35.7,,3.5,5.2,9.9
askiiRobotics,react-native-ok-sdk,13.5,,,39.8,14.2,3.9,11.8,,,9.4,2.2,10.5,19.3,5.8,22.6,67.7,,,5.5,12.4
namchey,linkpreview,9.1,,0.1,26.8,9.5,7.9,14.5,0.1,9.1,9.9,13.8,11.4,13.7,0.8,29.1,69.4,4.5,13.4,11.0,14.0
dorado-lmz,axios-retry,12.8,,,21.7,29.6,3.8,11.5,,,5.5,0.5,4.4,13.6,3.5,22.9,35.4,,33.4,2.9,11.3
linagora,openpaas-esn,19.4,,,23.3,54.5,6.2,11.5,7.2,,32.3,32.5,48.6,25.5,22.8,34.6,36.1,,67.7,29.1,23.2
lazy-bee,ui,5.9,,,15.4,8.1,3.9,11.6,,,9.3,10.3,11.8,13.5,1.6,38.7,70.5,,45.5,8.7,14.4
colmbrady,react-native-feather,10.6,,,24.7,17.6,3.9,11.6,,,8.7,9.0,9.0,13.4,3.5,22.9,65.3,,3.5,7.3,11.5
mzamoras,rbc,17.2,,,48.7,20.1,3.9,11.6,,,9.7,2.4,1.5,19.5,15.4,26.8,62.7,,17.7,2.6,14.4
patternweb,patternx,7.8,,,12.6,18.5,3.9,11.7,,,7.4,7.9,3.6,13.3,4.8,22.1,65.6,,0.8,5.1,10.3
LearningLocker,learninglocker,13.3,,,24.1,29.2,3.9,11.7,,,42.1,34.6,60.6,17.6,55.5,45.4,71.7,,64.6,33.0,26.2
dropbox,zxcvbn,24.0,5.8,,33.7,56.6,5.8,17.5,,,61.6,85.6,80.3,30.5,50.0,20.1,33.4,,26.8,57.2,27.9
1903514970,cordova-plugin-demotoast,6.1,,,11.9,12.4,4.1,12.3,,,4.8,1.1,3.7,13.1,1.5,5.0,14.2,,0.9,3.0,5.0
Automattic,wp-calypso,36.7,28.1,11.1,51.9,55.8,33.2,33.0,22.2,44.4,57.8,82.6,89.2,26.7,32.9,66.8,68.8,47.3,84.2,68.3,48.6
schacker,hpack-cli,14.5,,,20.6,37.4,4.1,12.4,,,6.4,6.1,3.8,13.0,2.9,11.7,34.1,,0.9,4.7,9.2
FrontendSolutionsGmbH,ufp-core-frontend,11.8,,,29.3,17.9,3.8,11.3,,,8.5,1.2,7.5,20.4,4.9,27.9,68.4,,15.4,4.2,13.0
APCOvernight,apc-youtube,8.1,,,10.4,22.0,3.8,11.3,,,7.3,6.0,7.6,12.8,2.8,19.6,57.8,,1.1,5.8,9.7
qh08,hendo-cli,11.2,,,27.8,17.0,3.8,11.4,,,9.1,9.2,7.8,12.5,7.0,10.2,29.4,,1.1,6.9,8.6
tronscan,tronscan-frontend,7.7,2.2,,17.9,10.6,6.3,14.7,4.2,,28.5,23.0,54.7,12.4,23.9,43.9,69.5,,62.2,28.0,21.6
ournameismud,mulp,8.3,,,10.5,22.9,3.8,11.4,,,10.5,7.7,6.5,23.2,4.7,24.8,73.4,,1.1,6.0,11.9
diplomatiegouvfr,hornet-js-builder,26.6,,,79.9,26.5,4.0,12.0,,,13.9,1.0,6.6,22.7,25.2,39.9,57.7,,62.0,3.9,21.1
cakrit,landscapeapp,11.8,,,42.3,5.0,4.0,12.1,,,5.2,5.3,1.6,11.8,1.9,14.2,36.4,,6.3,3.6,8.8
luigimannoni,tovar.js,9.7,,,17.9,20.7,4.0,12.1,,,9.8,6.5,1.7,20.5,10.3,13.2,38.1,,1.4,4.1,9.2
meepobrother,nger,20.9,,,31.8,51.6,4.0,12.1,,,9.7,12.7,13.4,11.7,1.1,14.1,32.7,,9.5,10.0,12.2
GuillaumeIsabelleX,gix-npm-server,15.0,,,18.1,41.8,4.1,12.2,,,4.4,2.3,1.8,11.5,2.0,7.8,21.8,,1.4,2.7,7.8
conveyal,modeify,23.0,,,29.5,62.7,4.1,12.2,,,20.0,13.0,19.1,11.4,36.3,38.8,69.0,,47.3,12.1,21.5
rachmanzz,bim,12.3,,,16.4,32.9,4.1,12.2,,,6.3,3.1,1.9,19.4,0.9,11.5,32.7,,1.9,3.0,8.6
smashingboxes,smashing-dev-tool,17.1,,,31.6,37.0,4.1,12.3,,,13.2,4.6,8.2,17.4,22.7,13.3,34.2,,5.8,5.6,11.9
jkhax0r,require_bluetooth_le,8.0,,,9.3,22.5,3.9,11.8,,,8.4,2.0,1.0,19.1,11.4,6.2,16.9,,1.6,2.3,6.6
elandamor,the-react-scripts,7.3,,,8.0,21.4,4.0,11.9,,,2.6,2.5,1.1,6.4,0.5,15.2,43.8,,1.8,2.5,7.3
unctionjs,complete,23.3,,,45.3,48.0,4.0,11.9,,,9.3,7.4,1.2,23.1,5.6,22.0,64.2,,1.9,4.2,14.7
hades217,lightsight,23.2,,,55.6,37.3,4.0,11.9,,,7.9,4.4,6.2,17.8,3.3,13.2,37.8,,1.9,4.9,12.1
Joywok,JwComponents,12.3,,,8.8,40.5,4.0,12.0,,,8.1,2.6,1.3,22.3,6.1,6.3,17.1,,1.9,2.6,7.7
founderlab,frameworkstein,16.7,,7.4,21.5,37.8,13.0,15.1,14.8,9.2,5.4,4.5,6.1,6.5,4.5,31.7,61.3,16.0,17.9,7.9,16.7
teambit,bit,43.1,33.0,32.2,77.6,29.4,39.8,33.1,48.1,38.3,52.0,87.9,79.5,6.6,34.0,52.0,62.7,19.1,74.2,69.1,46.7
bshack,white-label,15.4,,,34.6,27.2,1.5,4.4,,,11.0,2.7,1.4,12.2,27.6,22.7,66.3,,1.6,1.9,12.6
SinaMFE,webpack-marauder,14.4,,,35.2,22.2,3.4,10.3,,,13.3,10.9,11.2,25.2,5.8,26.3,47.1,,31.6,8.5,14.3
keystonejs,keystone,41.7,33.1,28.2,75.5,30.0,40.8,39.2,43.6,39.5,53.5,77.9,82.1,28.2,25.8,62.4,59.8,43.0,84.2,66.9,49.6
ipfs,aegir,36.8,26.3,34.1,42.1,44.9,33.3,27.1,42.0,30.8,28.8,14.9,31.1,28.4,40.6,44.4,31.0,37.0,65.2,26.4,35.8
choerodon,choerodon-front-boot,15.8,,,36.2,26.9,5.9,10.4,7.2,,14.3,11.2,17.7,25.1,3.1,38.3,63.1,,51.8,11.6,18.5
kevrat,keystone-rus,12.1,,,47.1,1.2,3.5,10.4,,,5.5,1.4,3.5,12.1,5.0,41.2,37.2,0.1,86.2,2.8,15.6
nodecg,nodecg,33.9,21.7,24.3,65.0,24.4,29.6,27.9,35.8,25.0,42.1,46.2,48.1,25.9,48.2,44.5,50.8,30.4,52.2,41.3,37.5
react-component,rn-packager,18.5,,,24.7,49.5,3.3,10.0,,,15.1,13.3,12.7,22.0,12.3,28.8,38.6,,47.8,9.8,16.4
JowayYoung,bruce-cli,13.3,,23.7,18.5,10.8,8.2,10.2,13.8,0.5,21.8,29.4,38.7,17.5,1.6,8.8,24.5,0.2,1.7,25.4,13.0
palantir,blueprint,45.9,27.1,30.1,74.9,51.4,42.8,40.8,45.7,41.9,61.3,89.9,90.8,30.3,34.1,51.4,57.3,20.9,75.9,74.5,50.3
resin-io,resin-cli,33.8,30.0,31.2,74.0,,37.7,35.4,41.0,36.8,38.1,31.4,46.8,24.8,49.3,50.8,31.7,40.3,80.5,38.6,40.1
TryGhost,Ghost,37.0,32.7,31.2,44.9,39.2,45.1,42.4,48.8,44.2,71.6,97.0,97.5,28.5,63.4,66.8,71.7,47.0,81.6,79.9,55.1
INSIDEM2M,slim,9.2,,,10.3,26.4,3.4,10.2,,,8.3,7.6,5.9,12.0,7.8,22.6,37.9,,29.9,5.6,10.9
fluidtrends,chunky,9.3,,,17.2,20.1,3.4,10.2,,,9.7,12.5,10.8,5.2,10.2,35.5,56.2,,50.2,8.9,14.5
npm,npm,18.2,,,11.9,61.0,3.4,10.2,,,71.1,88.0,93.5,23.8,79.1,25.3,14.4,,61.4,61.6,29.5
shubhsherl,Ghost,11.5,,,11.8,34.0,1.1,3.3,,,4.3,1.6,2.6,11.9,1.2,41.3,36.6,,87.3,1.8,14.6
suntoe,wnode,20.1,,,18.5,62.1,1.1,3.4,,,7.1,1.7,2.7,17.0,7.0,20.6,60.0,,1.8,1.8,12.2
smartprix,sm-webpack-config,15.0,,,35.7,24.4,1.1,3.4,,,11.2,5.1,8.3,22.8,8.5,20.4,36.5,,24.7,4.8,11.9
bdefore,redux-universal-starter,27.4,,,61.3,48.4,1.1,3.4,,,23.5,32.1,25.5,23.9,12.7,32.1,37.1,,59.2,19.6,21.1
codemotion,cogear.js,9.9,,,39.6,,1.2,3.5,,,17.1,25.6,17.5,22.6,2.5,14.0,34.4,,7.7,14.8,10.5
apache,couchdb-fauxton,44.6,22.4,17.8,75.2,63.0,23.4,18.5,29.4,22.2,36.8,28.3,56.9,23.3,38.5,52.5,52.8,24.8,80.0,36.2,39.3
idancali,react-native,21.9,,,56.2,31.2,1.2,3.5,,,8.2,1.8,2.8,21.4,6.8,34.4,15.8,,87.5,1.9,16.4
superdesk,superdesk-client-core,30.2,3.4,31.2,51.2,34.9,32.3,18.5,43.2,35.2,28.7,11.8,37.7,25.7,39.5,62.8,67.5,39.2,81.6,27.3,38.5
maxijonson,tchin-react-components,14.1,,,39.9,16.3,1.0,3.1,,,7.5,4.8,2.9,18.8,3.3,21.6,63.7,,1.2,2.9,11.0
davanmonet,DaVanMonet,12.0,,,33.5,14.3,1.0,3.1,,,14.5,8.3,7.9,18.9,23.0,40.0,69.6,,50.4,5.7,16.9
zero1five,lambda,12.8,,,17.5,33.6,1.0,3.1,,,5.8,0.8,6.0,15.8,0.7,24.2,69.4,,3.3,2.6,11.0
ssbc,patchwork,23.1,,,47.0,45.4,1.1,3.2,,,48.4,65.9,67.1,21.7,38.9,47.6,61.2,,81.5,44.7,30.0
Travelab,scot4,13.7,,,31.7,23.1,1.1,3.2,,,12.2,0.9,2.4,14.7,30.7,33.3,68.3,,31.6,1.5,15.1
facebook,metro,47.4,30.7,32.6,79.4,47.0,39.1,34.0,41.6,41.8,60.4,69.8,72.4,65.0,34.4,66.3,75.0,34.5,89.3,60.4,53.3
react-zeroconfig,react-zeroconfig,10.1,,,38.6,1.6,1.1,3.3,,,8.9,11.0,7.7,1.7,15.3,20.9,62.6,,,6.6,10.2
websage-team,super-project,20.4,,10.8,48.1,22.8,9.0,3.4,23.2,0.4,21.1,13.1,13.2,25.3,32.6,28.5,33.6,3.2,48.6,11.8,19.7
devCrossNet,universal-cli,10.4,,,32.2,9.6,1.0,3.0,,,16.2,15.1,14.1,26.0,9.7,26.7,14.3,,65.8,10.1,13.6
skypager,skypager,27.1,,,71.5,37.0,3.4,3.0,7.0,,11.2,10.0,9.5,23.0,2.5,24.9,69.4,4.5,0.7,7.6,16.7
xiefei89,rc-tools,4.4,,,15.8,1.6,0.9,2.6,,,5.0,3.3,2.5,11.2,3.1,19.1,8.3,,49.0,2.2,7.3
nextstrain,auspice,31.8,28.0,28.7,53.8,16.6,29.4,21.2,38.8,28.4,32.4,24.4,50.8,24.4,30.1,58.2,61.9,31.8,80.8,34.9,38.0
andywer,ava-ts,18.1,,,25.5,46.9,0.9,2.7,,,14.8,15.8,11.5,27.4,4.6,50.1,67.0,,83.4,9.4,21.0
GrabarzUndPartner,gp-boilerplate-environment,6.3,,,3.9,21.1,0.9,2.7,,,8.1,2.8,2.2,20.7,6.6,10.4,30.6,,0.5,2.0,6.4
Netflix,conductor,46.5,30.2,36.1,63.7,56.0,38.0,32.4,40.3,41.2,59.7,83.5,91.5,25.8,37.9,66.1,63.8,41.8,92.7,71.0,52.6
Azure,azure-xplat-cli,33.7,,,84.3,50.7,0.7,2.2,,,47.2,37.4,66.9,26.5,58.0,50.2,56.2,,94.3,35.0,33.0
openfin-js-app,react-openfin-scripts,13.9,,,46.7,8.9,0.8,2.3,,,5.9,0.2,2.3,20.1,1.0,12.1,32.3,,4.0,1.1,8.2
vueComponent,tools,8.7,,,20.9,13.7,0.8,2.3,,,11.2,8.5,10.2,23.6,2.5,21.8,14.1,,51.4,6.5,10.6
vatesfr,xo-server,13.1,,,17.4,35.0,0.8,2.3,,,4.6,5.8,8.0,0.6,4.0,2.2,6.2,,0.5,4.9,5.2
yanxlg,rc-tools,14.3,,,28.0,29.1,0.8,2.4,,,5.0,0.3,2.0,15.1,2.6,10.3,30.3,,0.6,1.0,7.6
zxf969175364,keystone,18.9,,,47.0,28.6,0.8,2.4,,,8.2,4.0,2.1,15.0,11.6,31.3,10.4,,83.5,2.3,14.8
umijs,umi,37.0,23.9,25.3,63.1,35.7,40.2,34.7,43.1,42.7,61.4,85.8,92.4,32.2,35.1,60.3,73.3,45.9,61.8,72.8,49.7
cmux,super,17.5,,10.8,47.2,12.1,8.7,2.6,23.4,0.3,21.1,13.2,13.0,25.4,32.7,28.8,34.1,3.6,48.6,11.6,19.0
ssbc,patchbay,25.0,,,54.4,45.4,0.7,2.0,,,26.7,29.0,35.4,22.1,20.3,43.7,64.7,,66.5,21.7,24.0
mbret,chewie-system,18.3,,,27.6,45.6,0.7,2.0,,,9.9,5.9,3.3,22.4,8.0,10.6,30.9,,0.9,3.3,9.9
Frezc,rc-tools,16.8,,,30.3,36.7,0.7,2.0,,,6.8,0.6,3.4,18.4,4.7,18.9,13.0,,43.6,1.6,10.8
krakenjs,grumbler,28.9,,,51.0,64.7,0.7,2.1,,,14.2,24.8,22.5,2.2,7.5,9.3,14.1,,13.9,16.0,13.3
pavjacko,renative,41.2,30.4,33.0,76.0,25.5,37.1,29.2,45.9,36.3,38.8,55.2,53.0,26.1,20.8,54.9,62.0,40.8,62.0,48.4,43.0
utryfe,vue-cli-builder,9.3,,,28.4,8.8,0.7,2.1,,,2.6,3.5,3.9,2.3,0.8,20.2,58.6,,2.0,2.7,8.2
duanguang,brain-vue-cli,20.8,,,44.9,38.4,0.7,2.2,,,7.5,2.1,4.0,21.2,2.6,24.0,69.8,,2.1,2.3,13.2
jasonvillalon,generator-arwen,24.9,,,54.3,45.5,0.7,2.2,,,8.5,2.9,4.1,14.4,12.5,13.7,38.9,,2.1,2.6,12.0
DEEP-IMPACT-AG,cherry,16.7,,,33.9,32.9,0.6,1.7,,,8.2,6.6,4.2,20.0,1.9,21.0,60.5,,2.4,3.8,11.6
Automattic,zeditor,22.0,,,32.3,55.6,0.6,1.7,,,13.9,12.4,10.1,16.4,16.9,18.1,29.2,,25.0,7.7,13.6
adlnet,xAPIWrapper,21.5,,,50.0,35.9,0.6,1.8,,,32.3,20.8,43.1,22.9,42.5,27.6,50.4,,32.5,21.5,20.5
gitana,cloudcms-server,27.1,,5.1,53.3,50.0,4.4,2.1,10.2,1.0,20.2,9.9,13.6,24.5,32.8,24.0,32.0,0.5,39.4,9.3,18.9
douhao4648,jujin-dv,12.4,,,39.6,10.2,0.6,1.8,,,9.4,8.6,8.6,16.5,3.9,11.5,32.1,,2.2,5.9,8.5
twreporter,twreporter-react,31.2,2.4,27.8,66.1,28.4,28.3,11.4,45.7,27.8,30.1,26.0,39.7,13.9,40.9,51.3,66.2,13.9,73.8,31.3,35.2
paranoidjk,rc-tools,18.2,,,19.8,52.9,0.6,1.9,,,4.9,4.9,6.3,3.1,5.4,16.8,8.1,,42.2,3.9,10.1
ember-cli,ember-cli,46.2,29.5,36.4,57.4,61.4,35.3,26.4,43.2,36.2,60.0,64.2,82.7,34.3,58.7,65.4,62.5,40.0,93.9,60.7,51.7
stephenplusplus,sindredash,22.5,,,13.7,76.2,3.5,10.5,,,13.0,12.2,4.5,16.9,18.6,7.1,19.8,,1.6,6.7,11.5
avajs,ava,37.5,23.8,33.1,60.3,32.9,33.9,34.5,35.5,31.7,64.7,90.2,85.7,37.6,45.3,49.5,51.4,32.2,64.8,69.9,46.4
crowi,crowi,14.7,,,22.3,36.6,3.5,10.5,,,37.2,47.7,51.6,14.3,35.1,49.7,69.9,3.0,76.3,34.3,26.3
215566435,TrumpDoc,5.1,,,19.1,1.3,0.5,1.5,,,9.3,10.6,8.9,14.2,3.6,8.9,25.9,,0.8,6.7,6.0
ciena-blueplanet,ciena-devops-testbed,17.2,,,22.5,46.5,1.7,1.5,3.6,,8.3,4.7,10.3,14.1,4.0,25.3,53.5,,22.3,5.6,13.1
NodeBB,NodeBB,34.9,25.8,27.0,41.3,45.4,36.2,28.0,47.5,32.9,65.5,84.6,92.9,22.2,62.2,48.5,20.3,39.7,85.6,71.2,46.3
cchamberlain,redux-webpack-boilerplate,18.1,,,10.5,62.0,0.5,1.6,,,10.9,8.7,10.9,14.0,10.2,9.9,28.9,,0.8,6.7,9.9
frdl,frdl.js,9.7,,,10.7,27.9,0.5,1.6,,,6.4,3.4,3.0,16.6,2.5,4.7,10.9,,3.2,2.3,5.3
michaelrgalloway,angular-cli,23.1,,,64.0,28.5,0.5,1.6,,,6.4,0.4,3.1,14.8,7.3,26.6,12.7,,67.2,1.3,14.2
DallasMorningNews,chartwerk-editor,14.6,,,9.2,49.1,0.6,1.7,,,11.1,8.8,8.4,16.7,10.6,28.3,68.9,,16.1,5.9,13.6
eyedea-io,create-react-app,23.6,,,59.0,35.5,0.4,1.2,,,2.9,5.6,3.2,1.8,1.1,39.4,32.3,,86.0,3.1,16.6
electrode-io,electrode-archetype-react-app,15.9,,,24.7,39.0,0.4,1.2,,,11.8,17.3,19.2,1.9,8.9,29.6,30.5,,58.4,12.3,14.4
devCrossNet,vue-starter-packages,3.5,,,4.4,9.6,0.4,1.2,,,4.9,6.3,9.3,2.0,1.9,23.3,66.3,,3.5,5.3,8.0
sai9268619,for-make-tests-ava,5.4,,,3.4,18.2,0.4,1.3,,,7.0,1.3,5.0,14.6,7.1,11.8,31.9,,3.4,2.2,6.1
aegis-design,aegis-tools,8.7,,,11.7,23.2,0.4,1.3,,,9.3,6.7,5.1,16.8,8.6,9.8,29.3,,,4.1,7.1
tableflip,guvnor,22.2,,,27.1,61.8,0.4,1.3,,,24.6,30.5,22.3,20.3,25.2,15.8,17.9,,29.4,17.7,15.8
RunningCoderLee,sprint-scripts,23.3,,,62.6,30.6,0.5,1.4,,,7.2,3.6,5.2,18.5,1.4,51.7,67.9,,87.2,3.1,20.7
xiaowuye,Treasury-architectureTools,2.7,,,1.0,9.9,0.5,1.4,,,2.0,3.7,0.4,0.2,3.7,0.0,0.1,,,1.5,1.3
